타임스탬프,0. 당신의 성함,0. 당신의 이상형,0.1. 나의 동물상,1-1. 희망하는 자녀 수,1-2. 희망하는 자녀 구성,1-3. 자녀 갖고 싶은 시기,1-4. 생물학적 출산이 어려움 발생 시 대안,"""1. 자녀 계획 및 가족 구성 항목""에 대해 중요도 ","아이가 ""오늘만 양치 안하고 그냥 자면 안돼요? 라고 칭얼거릴 때 어떻게 하시겠습니까?  ",평소 밤 9시에 자기로 약속했습니다. 그런데 오늘 아이가 읽고 싶어 하던 동화책 시리즈의 마지막 권을 다 읽고 싶다며 30분만 더 시간을 달라고 합니다.,"경쟁 상황에서의 태도 아이가 운동 경기나 대회에서 아쉽게 2등을 했습니다. 아이는 충분히 잘했다고 기뻐하는데, 당신의 마음속 생각은?","재능 발견과 교육 아이가 특정 분야(예: 피아노, 운동)에 천재적인 재능을 보입니다. 이때 당신의 교육 방향은?","두 사람의 훈육 방식이 부딪힐 때, 누구의 의견을 따라야 한다고 생각하시나요?","한 명은 퇴근 후 아이와 놀아주고, 한 명은 밀린 집안일을 해야 하는 상황입니다.",맞벌이 상황 등에서 조부모님이 아이를 봐주겠다고 제안하신다면?,"양가 어르신들이 본인의 가치관과 다른 육아 조언(예: ""애를 너무 손타게 키운다"", ""사탕 좀 주면 어떠냐"")을 하실 때 당신의 생각은?","주말에 아이와 동물원에 가기로 했는데, 아침에 일어나니 갑자기 비가 옵니다. 이때 당신의 반응은?",아이의 교육 자금이나 미래 리스크를 대비하는 당신의 생각은?,4-1. 자녀 교육비/양육비 지출 비중,"4-2. 육아 휴직, 양육 부담","""4. 경제적 지원 및 가사 분담""에 대해 중요도 ","5-1. 자녀 가치관, 어떤 사람이 되길 바라는가? ","""5. 자녀 가치관""에 대해 중요도 ",Unnamed: 23
2026/03/03 11:18:40 AM GMT+9,김찬솔,강아지상,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,1,4,5,3,2,4,3,3,4,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",2,
2026/03/03 2:39:31 PM GMT+9,이영라,토끼상,꽃돼지상,2명,오직 딸,결혼 후 1~2년 이내,무자녀;입양 고려;의학적 도움 적극 시도,2,1,2,5,4,2,5,5,2,5,5,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",2,
2026/02/24 9:29:15 PM GMT+9,홍별현,여우상,여우상,3명,오직 딸,결혼 후 1~2년 이내,무자녀,3,2,4,4,2,5,3,4,2,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",4,
2026/02/26 6:43:21 AM GMT+9,황수수,코알라상,고양이상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,4,2,5,5,3,4,2,4,2,2,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",5,
2026/03/02 7:21:28 PM GMT+9,하우온,오리상,오리상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,5,1,5,5,3,4,1,1,1,1,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"회복탄력성, 생활력 강한 사람",1,
2026/03/04 9:55:31 PM GMT+9,장은율,여우상,토끼상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,4,1,4,3,3,1,5,4,3,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",2,
2026/02/21 1:16:46 AM GMT+9,한주겸,고양이상,말상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,1,2,4,5,4,3,5,4,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",2,
2026/02/23 4:35:09 AM GMT+9,허태온,꼬부기상,햄스터상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,3,2,4,4,3,3,2,5,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",5,
2026/03/05 10:39:58 PM GMT+9,서빈윤,곰상,코알라상,1명,"딸 1명, 아들 1명",결혼 즉시,무자녀,5,2,5,3,4,4,4,3,4,5,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/26 9:46:44 PM GMT+9,양훈겸,너구리상,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,2,2,5,4,2,4,5,4,2,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"경제적 성공, 사회적 지위",5,
2026/02/25 11:14:53 PM GMT+9,남영별,오리상,쥐상,2명,오직 딸,경제적 안정 후,입양 고려;의학적 도움 적극 시도,4,1,5,5,2,4,4,1,2,5,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"도덕적, 타인 배려",4,
2026/03/04 4:09:39 PM GMT+9,권우혜,늑대상,햄스터상,2명,오직 딸,경제적 안정 후,입양 고려,3,4,5,4,3,4,1,3,3,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",4,
2026/02/26 4:42:13 PM GMT+9,이성성,늑대상,오리상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려,2,2,4,4,4,1,1,4,2,4,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/02/23 7:18:41 AM GMT+9,김우현,고양이상,곰상,1명,오직 딸,결혼 후 1~2년 이내,입양 고려,4,2,5,4,3,4,1,3,2,2,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",5,
2026/02/28 12:15:48 AM GMT+9,권우지,늑대상,말상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,1,1,5,5,3,4,4,4,3,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/02/24 4:14:50 AM GMT+9,고우담,쥐상,고양이상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,4,2,5,5,2,4,2,4,1,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/02 1:06:04 AM GMT+9,황나솔,곰상,곰상,1명,오직 딸,경제적 안정 후,무자녀,4,2,5,5,3,4,2,4,3,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",2,
2026/03/05 10:49:49 AM GMT+9,신온은,곰상,곰상,2명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,1,1,5,2,5,5,4,4,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",5,
2026/02/20 3:09:50 AM GMT+9,노별율,코알라상,꼬부기상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,1,1,5,3,2,4,5,4,3,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/02/27 2:30:59 AM GMT+9,백경준,여우상,원숭이상,1명,오직 딸,결혼 후 1~2년 이내,무자녀,4,1,2,5,4,4,5,5,2,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,https://drive.google.com/u/0/open?usp=forms_web&id=1vIzRJ4Im86hUXmTW1R7XuSG_LbEnWW9J
2026/02/28 5:53:32 PM GMT+9,조린아,곰상,강아지상,1명,오직 딸,경제적 안정 후,무자녀,1,2,4,4,5,2,1,3,2,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/02/23 5:31:07 AM GMT+9,허예호,여우상,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,2,1,4,5,3,4,2,3,2,2,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",1,
2026/03/03 12:09:51 AM GMT+9,최준현,토끼상,말상,1명,오직 딸,결혼 후 1~2년 이내,입양 고려,2,1,5,3,3,2,5,2,4,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",1,
2026/03/02 12:46:32 AM GMT+9,배혜준,여우상,여우상,2명,오직 딸,결혼 후 1~2년 이내,입양 고려;무자녀,1,1,4,3,1,5,4,4,3,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",2,
2026/03/01 3:27:54 AM GMT+9,황경경,곰상,사슴상,그 이상,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,2,4,4,5,2,1,2,4,5,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",5,
2026/02/24 6:17:06 AM GMT+9,남은린,원숭이상,늑대상,3명,아들1 딸2,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,3,4,5,4,1,1,4,3,5,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",3,
2026/02/22 2:36:31 PM GMT+9,오나호,늑대상,오리상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,4,1,5,4,3,5,4,1,1,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",4,
2026/03/08 4:19:09 PM GMT+9,황우훈,꼬부기상,꼬부기상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도;입양 고려;무자녀,2,1,4,5,5,2,1,3,4,1,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",2,
2026/02/27 6:54:58 AM GMT+9,조현온,곰상,고양이상,2명,"딸 1명, 아들 1명",결혼 즉시,의학적 도움 적극 시도,5,3,4,5,4,4,4,3,4,5,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",3,
2026/02/21 5:50:53 PM GMT+9,김수별,곰상,오리상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,1,1,4,4,1,2,5,4,4,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",1,
2026/03/06 9:49:11 AM GMT+9,한예솔,여우상,쥐상,2명,오직 딸,결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,5,3,4,5,2,4,4,4,3,4,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",3,https://drive.google.com/u/0/open?usp=forms_web&id=1vIzRJ4Im86hUXmTW1R7XuSG_LbEnWW9J
2026/02/23 12:04:40 AM GMT+9,노태윤,곰상,곰상,2명,오직 딸,경제적 안정 후,무자녀,2,1,5,4,4,3,2,2,2,2,5,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",2,
2026/03/04 5:30:00 AM GMT+9,최연도,꼬부기상,꼬부기상,그 이상,되는대로,경제적 안정 후,입양 고려;의학적 도움 적극 시도,1,1,5,5,3,5,4,3,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"도덕적, 타인 배려",1,
2026/03/05 2:20:46 PM GMT+9,김도주,강아지상,여우상,1명,오직 딸,경제적 안정 후,입양 고려;의학적 도움 적극 시도,3,2,4,4,4,5,2,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/01 12:39:36 AM GMT+9,심림린,고양이상,늑대상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,2,1,5,4,4,4,2,4,4,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",4,
2026/02/26 12:47:10 PM GMT+9,하하경,코알라상,고양이상,2명,"딸 1명, 아들 1명",결혼 즉시,무자녀,2,4,5,4,4,4,5,4,2,1,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",4,
2026/03/08 11:11:55 PM GMT+9,전태현,여우상,쥐상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,3,5,5,4,3,5,4,2,2,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",2,
2026/02/22 7:03:57 AM GMT+9,최찬현,늑대상,늑대상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;무자녀,4,3,4,4,2,4,4,4,3,4,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",2,
2026/02/22 12:46:47 AM GMT+9,최율담,토끼상,꼬부기상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;무자녀,2,1,5,5,2,1,1,4,2,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/03/04 12:31:56 PM GMT+9,한현담,곰상,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,4,3,5,4,2,4,4,4,2,4,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"회복탄력성, 생활력 강한 사람",3,
2026/03/06 1:08:55 AM GMT+9,강진우,너구리상,늑대상,2명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,2,1,5,3,2,2,5,2,3,5,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/03/08 11:32:10 PM GMT+9,정별윤,곰상,토끼상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,1,1,5,4,4,2,4,3,3,3,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",3,
2026/02/23 10:06:39 AM GMT+9,윤별지,도룡뇽상,쥐상,1명,오직 딸,결혼 후 3~5년 이내,무자녀;의학적 도움 적극 시도;입양 고려,2,2,4,5,5,4,1,4,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
2026/02/23 6:23:57 PM GMT+9,강예겸,고양이상,말상,2명,오직 딸,결혼 즉시,입양 고려,2,1,5,4,4,5,4,2,1,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"경제적 성공, 사회적 지위",3,
2026/02/24 3:19:06 AM GMT+9,유주태,강아지상,고양이상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,2,2,3,5,3,1,5,4,2,4,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",3,
2026/02/24 10:50:58 PM GMT+9,유별주,여우상,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,3,4,4,2,4,4,4,5,4,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",4,
2026/02/23 3:02:26 AM GMT+9,배은빈,토끼상,오리상,2명,오직 딸,결혼 후 3~5년 이내,입양 고려,4,1,5,4,3,4,4,1,1,5,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",4,
2026/02/21 1:36:10 PM GMT+9,심찬우,너구리상,너구리상,2명,오직 딸,결혼 즉시,무자녀,3,1,5,5,3,4,4,2,1,3,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"경제적 성공, 사회적 지위",3,
2026/03/01 12:44:37 AM GMT+9,김호준,고양이상,알파카상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,1,5,5,2,5,5,4,2,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",5,
2026/03/05 7:14:42 AM GMT+9,정온태,곰상,꼬부기상,1명,"딸 1명, 아들 1명",결혼 즉시,무자녀,5,1,4,5,4,4,4,2,4,5,4,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",3,
2026/02/26 3:41:27 PM GMT+9,안은아,도룡뇽상,사슴상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려,4,1,4,3,5,4,2,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"도덕적, 타인 배려",4,
2026/02/27 8:27:34 AM GMT+9,정별라,너구리상,너구리상,3명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,3,4,5,5,4,5,4,3,5,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",3,
2026/02/27 6:16:47 AM GMT+9,전연훈,고양이상,햄스터상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,3,2,4,4,4,2,1,3,2,2,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",5,
2026/02/23 7:53:55 AM GMT+9,홍겸민,여우상,도룡뇽상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,5,1,3,4,2,4,1,5,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",3,
2026/02/27 8:09:11 AM GMT+9,홍준은,강아지상,꽃돼지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,5,1,4,5,2,5,1,4,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",5,"회복탄력성, 생활력 강한 사람",5,
2026/03/04 7:23:55 AM GMT+9,안영준,여우상,오리상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,2,5,5,3,2,4,5,5,4,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",1,
2026/02/22 5:05:18 PM GMT+9,임나림,코알라상,코알라상,3명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,3,5,5,4,4,5,2,2,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/22 4:35:20 PM GMT+9,신혜태,너구리상,말상,1명,"딸 2명, 아들 1명",경제적 안정 후,입양 고려,4,2,5,4,4,4,2,4,2,1,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"도덕적, 타인 배려",5,
2026/03/03 2:12:58 AM GMT+9,안담솔,원숭이상,곰상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,1,1,5,4,2,2,5,2,3,4,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/23 5:42:00 AM GMT+9,안현수,고양이상,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,4,1,5,5,3,2,5,4,1,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",5,
2026/03/03 6:54:14 PM GMT+9,허나지,토끼상,오리상,1명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,3,2,5,5,4,1,1,2,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
2026/02/24 6:27:43 AM GMT+9,김혜은,고양이상,꽃돼지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,1,3,3,4,2,4,3,3,1,4,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"경제적 성공, 사회적 지위",1,
2026/02/27 4:45:12 AM GMT+9,안연훈,고양이상,말상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,2,5,4,2,3,2,2,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",5,
2026/02/22 7:13:57 PM GMT+9,허민영,여우상,곰상,3명,오직 딸,결혼 후 1~2년 이내,무자녀,1,1,5,5,3,4,5,5,2,5,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",2,
2026/02/23 10:26:34 AM GMT+9,정하온,여우상,원숭이상,1명,오직 딸,결혼 후 1~2년 이내,입양 고려,2,2,4,4,4,5,2,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",3,
2026/02/27 10:32:47 PM GMT+9,박라하,여우상,쿼카상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;입양 고려,3,1,4,5,2,2,4,3,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",5,
2026/03/07 4:06:26 AM GMT+9,허은지,강아지상,곰상,2명,오직 딸,결혼 즉시,입양 고려,2,3,5,5,4,4,4,2,1,4,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"경제적 성공, 사회적 지위",3,
2026/02/26 6:25:18 PM GMT+9,홍라지,여우상,여우상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,1,3,4,5,4,3,5,4,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",5,
2026/02/28 7:13:06 AM GMT+9,문태별,고양이상,공룡상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,1,4,4,5,4,3,5,4,2,5,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",2,
2026/03/08 11:34:16 PM GMT+9,조아예,고양이상,고양이상,3명,오직 딸,결혼 후 1~2년 이내,무자녀,1,3,5,5,4,4,5,3,4,5,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"자신이 좋아하는 일, 행복",1,
2026/02/24 7:45:04 PM GMT+9,임별연,고양이상,고양이상,2명,오직 딸,경제적 안정 후,의학적 도움 적극 시도;무자녀,1,3,1,5,5,5,5,3,2,5,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",1,
2026/03/02 12:56:32 AM GMT+9,오예서,원숭이상,원숭이상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,2,1,5,5,4,4,4,2,1,4,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"경제적 성공, 사회적 지위",2,
