타임스탬프,0. 당신의 성함,0. 당신의 이상형,1-1. 희망하는 자녀 수,1-2. 희망하는 자녀 구성,1-3. 자녀 갖고 싶은 시기,1-4. 생물학적 출산이 어려움 발생 시 대안,"""1. 자녀 계획 및 가족 구성 항목""에 대해 중요도 ","아이가 ""오늘만 양치 안하고 그냥 자면 안돼요? 라고 칭얼거릴 때 어떻게 하시겠습니까?  ",평소 밤 9시에 자기로 약속했습니다. 그런데 오늘 아이가 읽고 싶어 하던 동화책 시리즈의 마지막 권을 다 읽고 싶다며 30분만 더 시간을 달라고 합니다.,"경쟁 상황에서의 태도 아이가 운동 경기나 대회에서 아쉽게 2등을 했습니다. 아이는 충분히 잘했다고 기뻐하는데, 당신의 마음속 생각은?","재능 발견과 교육 아이가 특정 분야(예: 피아노, 운동)에 천재적인 재능을 보입니다. 이때 당신의 교육 방향은?","두 사람의 훈육 방식이 부딪힐 때, 누구의 의견을 따라야 한다고 생각하시나요?","한 명은 퇴근 후 아이와 놀아주고, 한 명은 밀린 집안일을 해야 하는 상황입니다.",맞벌이 상황 등에서 조부모님이 아이를 봐주겠다고 제안하신다면?,"양가 어르신들이 본인의 가치관과 다른 육아 조언(예: ""애를 너무 손타게 키운다"", ""사탕 좀 주면 어떠냐"")을 하실 때 당신의 생각은?","주말에 아이와 동물원에 가기로 했는데, 아침에 일어나니 갑자기 비가 옵니다. 이때 당신의 반응은?",아이의 교육 자금이나 미래 리스크를 대비하는 당신의 생각은?,4-1. 자녀 교육비/양육비 지출 비중,"4-2. 육아 휴직, 양육 부담","""4. 경제적 지원 및 가사 분담""에 대해 중요도 ","5-1. 자녀 가치관, 어떤 사람이 되길 바라는가? ","""5. 자녀 가치관""에 대해 중요도 ",Unnamed: 23
2026/02/26 1:43:49 PM GMT+9,남겸훈,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,3,1,5,5,2,4,2,4,2,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"경제적 성공, 사회적 지위",5,
2026/02/25 11:26:49 PM GMT+9,황성우,여우상,1명,오직 딸,경제적 안정 후,입양 고려;무자녀,3,2,4,4,4,2,4,3,2,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"회복탄력성, 생활력 강한 사람",3,
2026/02/28 10:08:35 PM GMT+9,이성성,고양이상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,4,3,1,4,5,4,2,1,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",2,
2026/03/02 8:42:11 AM GMT+9,정현성,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀;입양 고려,2,3,4,3,2,5,2,5,2,1,3,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/03/01 1:37:21 AM GMT+9,정지혜,여우상,2명,"딸 1명, 아들 1명",경제적 안정 후,무자녀,2,1,4,5,4,4,2,3,4,2,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",2,
2026/02/23 6:33:42 PM GMT+9,황나솔,너구리상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,2,1,5,5,5,3,3,4,2,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",5,
2026/02/22 10:29:05 AM GMT+9,장율별,여우상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도;입양 고려,2,1,5,5,5,2,1,4,1,2,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",3,
2026/02/20 3:32:43 AM GMT+9,노예경,고양이상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,1,5,4,2,4,2,4,3,4,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",4,
2026/03/02 2:31:33 AM GMT+9,조준린,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,1,5,4,5,5,5,5,5,3,5,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",2,
2026/03/02 1:42:00 PM GMT+9,허예호,다람쥐상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려,4,2,4,5,4,2,5,4,4,4,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/01 5:33:42 AM GMT+9,최준현,다람쥐상,1명,오직 딸,경제적 안정 후,입양 고려,2,1,4,5,5,2,1,5,2,2,2,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",2,
2026/02/27 7:59:06 PM GMT+9,고준별,여우상,2명,오직 딸,경제적 안정 후,무자녀,4,1,5,4,2,4,4,1,2,4,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",4,
2026/02/20 5:14:28 PM GMT+9,서온훈,사슴상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,2,1,4,5,5,2,1,3,2,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",2,
2026/02/25 12:09:08 AM GMT+9,허진나,쿼카상,3명,되는대로,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,1,4,5,5,3,4,4,2,1,1,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",2,
2026/03/01 8:09:30 AM GMT+9,황우훈,공룡상,2명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도,2,2,4,5,2,1,1,4,2,4,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,자기주도적으로 배우고 성장하는 사람,3,
2026/03/01 9:47:33 AM GMT+9,조현온,고양이상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,5,5,4,5,2,5,5,1,1,1,5,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",5,"자신이 좋아하는 일, 행복",5,
2026/02/28 9:03:08 PM GMT+9,강별연,고슴도치상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려;의학적 도움 적극 시도,2,1,4,4,2,3,2,4,2,2,3,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",3,
2026/02/25 8:52:17 AM GMT+9,백솔율,여우상,2명,오직 딸,결혼 후 3~5년 이내,무자녀;의학적 도움 적극 시도,4,1,5,5,2,4,5,3,4,1,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",4,
2026/02/23 9:35:07 PM GMT+9,배현연,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,2,2,4,4,2,4,2,4,2,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/02/25 10:05:11 PM GMT+9,김도주,토끼상,3명,"딸 2명, 아들 1명",결혼 후 1~2년 이내,무자녀,4,5,5,5,3,5,5,5,3,5,3,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",3,
2026/02/25 4:44:36 AM GMT+9,전린솔,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,1,1,2,5,4,4,5,5,1,5,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",2,
2026/02/24 9:17:19 AM GMT+9,서림태,쿼카상,2명,"딸 1명, 아들 1명",경제적 안정 후,입양 고려,1,1,4,3,5,4,1,3,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/02/24 6:53:36 AM GMT+9,최찬현,호랑이상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,3,2,4,4,4,2,1,4,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",2,
2026/02/23 10:16:48 AM GMT+9,노담겸,공룡상,1명,오직 딸,경제적 안정 후,입양 고려;의학적 도움 적극 시도;무자녀,3,1,5,3,4,4,2,4,2,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"회복탄력성, 생활력 강한 사람",5,
2026/02/27 7:41:13 PM GMT+9,한현담,곰상,1명,오직 딸,결혼 후 1~2년 이내,입양 고려,2,4,5,3,2,2,1,3,2,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",2,
2026/02/23 6:24:57 PM GMT+9,오우우,사자상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,1,3,5,5,3,3,5,3,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",2,
2026/02/24 8:45:43 PM GMT+9,황윤영,토끼상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,4,1,5,5,2,4,5,2,3,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,다른 사람을 존중하고 협력하는 사람,2,
2026/03/02 6:13:36 PM GMT+9,황지수,곰상,2명,"딸 1명, 아들 1명",결혼 즉시,무자녀;의학적 도움 적극 시도,5,2,5,5,4,4,5,2,4,4,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",3,
2026/02/21 1:33:56 AM GMT+9,유주태,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,4,5,5,5,2,5,3,1,1,1,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,자기 감정을 잘 표현하고 조절하는 사람,5,
2026/02/24 1:19:33 AM GMT+9,유별주,공룡상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,3,5,4,4,5,4,2,5,5,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"자신이 좋아하는 일, 행복",3,
2026/03/03 7:32:25 PM GMT+9,배은빈,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,입양 고려,2,1,5,5,4,2,5,3,2,1,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",5,
2026/02/24 4:40:41 AM GMT+9,심찬우,고양이상,2명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도;입양 고려;무자녀,2,4,5,5,4,4,5,4,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",4,
2026/02/25 7:07:46 AM GMT+9,심준우,꽃돼지상,1명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,1,5,5,5,5,3,3,5,5,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,정서적으로 안정되고 공감할 줄 아는 사람,1,
2026/02/26 5:47:23 AM GMT+9,신담주,고양이상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,1,5,3,3,5,3,3,1,5,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",3,
2026/02/22 8:45:36 PM GMT+9,문우별,강아지상,2명,"딸 1명, 아들 1명",결혼 즉시,의학적 도움 적극 시도;입양 고려,5,2,4,5,4,3,4,2,4,5,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",3,
2026/02/24 8:42:42 PM GMT+9,전연훈,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,4,4,5,4,1,5,4,4,5,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,정서적으로 안정되고 공감할 줄 아는 사람,4,
2026/03/02 11:19:25 AM GMT+9,홍겸민,여우상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,2,2,3,5,4,1,2,4,4,5,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,자기 감정을 잘 표현하고 조절하는 사람,2,
2026/02/26 2:40:36 AM GMT+9,홍준은,곰상,2명,"딸 1명, 아들 1명",결혼 즉시,의학적 도움 적극 시도;무자녀,5,2,4,5,4,3,4,2,4,1,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",1,"도덕적, 타인 배려",3,
2026/02/23 6:55:50 PM GMT+9,윤준하,꼬부기상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,1,5,5,4,3,3,5,3,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"도덕적, 타인 배려",2,
2026/02/28 11:57:55 PM GMT+9,전태혜,고양이상,2명,오직 딸,경제적 안정 후,무자녀,1,1,1,5,5,5,5,4,3,4,5,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",1,
2026/02/28 7:56:18 AM GMT+9,안담솔,여우상,2명,오직 딸,경제적 안정 후,무자녀;입양 고려,2,1,5,3,3,4,5,4,3,2,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",1,
2026/02/25 6:13:19 PM GMT+9,안현수,여우상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,2,1,4,3,2,4,5,4,2,3,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/03/01 5:33:03 AM GMT+9,허나지,곰상,1명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;입양 고려,2,1,5,3,4,3,2,4,2,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"자신이 좋아하는 일, 행복",4,
2026/02/23 6:04:35 AM GMT+9,고은주,토끼상,1명,"딸 1명, 아들 1명",경제적 안정 후,의학적 도움 적극 시도,4,1,4,4,3,4,2,4,2,1,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"회복탄력성, 생활력 강한 사람",5,
2026/02/25 10:00:11 AM GMT+9,남린민,여우상,2명,"딸 1명, 아들 1명",결혼 즉시,의학적 도움 적극 시도,2,2,4,5,4,4,3,2,4,5,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",1,"자신이 좋아하는 일, 행복",3,
2026/02/21 12:29:39 PM GMT+9,윤우하,강아지상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,무자녀,2,3,4,5,2,4,1,4,1,5,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",5,
2026/02/26 11:17:31 PM GMT+9,박라하,사슴상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도;무자녀,4,2,5,4,3,2,2,4,2,2,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/02/24 7:53:36 PM GMT+9,장지빈,오리상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,4,3,4,5,2,1,4,4,3,4,5,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"회복탄력성, 생활력 강한 사람",4,
2026/02/20 1:43:40 PM GMT+9,박아태,고양이상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려;무자녀,2,1,4,5,4,2,2,3,2,2,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",3,배려와 선의를 실천하는 사람,2,
2026/03/03 10:25:27 AM GMT+9,황준아,공룡상,2명,오직 딸,결혼 즉시,입양 고려,2,1,4,5,4,4,5,2,1,4,5,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,자기주도적으로 배우고 성장하는 사람,3,
2026/02/27 3:36:02 AM GMT+9,백하별,사자상,그 이상,되는대로,경제적 안정 후,의학적 도움 적극 시도;입양 고려,1,2,5,4,3,2,3,3,1,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",4,"회복탄력성, 생활력 강한 사람",1,
2026/02/22 5:36:34 AM GMT+9,오예서,여우상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,입양 고려,2,1,4,3,2,4,5,3,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",4,
2026/02/27 8:40:22 PM GMT+9,고예별,여우상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,1,1,5,5,5,4,5,3,2,5,1,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",5,
2026/02/23 8:05:50 AM GMT+9,한준도,고양이상,1명,오직 딸,경제적 안정 후,입양 고려;무자녀,4,1,5,4,4,5,4,4,1,2,3,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",2,"회복탄력성, 생활력 강한 사람",4,
2026/03/02 5:15:39 PM GMT+9,노성경,사자상,1명,오직 딸,결혼 후 1~2년 이내,무자녀;의학적 도움 적극 시도,1,2,5,4,4,4,5,5,2,5,4,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",2,"자신이 좋아하는 일, 행복",3,
2026/02/21 5:53:35 AM GMT+9,심아빈,강아지상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,2,2,5,5,2,3,1,4,2,5,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",5,
2026/02/20 9:39:13 AM GMT+9,권서경,강아지상,2명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도,1,2,4,5,4,1,2,4,2,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,"도덕적, 타인 배려",1,
2026/03/03 3:20:54 AM GMT+9,고나우,강아지상,1명,오직 딸,경제적 안정 후,의학적 도움 적극 시도,3,2,4,4,4,2,1,3,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"도덕적, 타인 배려",3,
2026/03/02 10:22:36 PM GMT+9,문담윤,여우상,1명,오직 딸,결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀;입양 고려,3,3,4,4,5,5,2,4,2,4,4,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"회복탄력성, 생활력 강한 사람",2,
2026/02/28 7:12:56 AM GMT+9,고서영,곰상,2명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도,2,3,5,5,4,5,5,4,2,5,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",2,"도덕적, 타인 배려",4,
2026/02/27 9:21:47 PM GMT+9,오주지,토끼상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도;무자녀,2,1,4,3,2,4,5,4,2,4,1,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/02/28 4:20:18 PM GMT+9,허아찬,여우상,2명,"딸 1명, 아들 1명",경제적 안정 후,입양 고려;무자녀,1,1,4,5,4,2,1,3,2,2,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"도덕적, 타인 배려",2,
2026/02/21 10:57:29 AM GMT+9,허담영,강아지상,2명,오직 딸,결혼 후 1~2년 이내,무자녀,1,4,5,5,4,4,5,4,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"자신이 좋아하는 일, 행복",4,
2026/03/01 2:06:51 PM GMT+9,서주지,펭귄상,1명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,3,2,4,4,4,5,2,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",3,"회복탄력성, 생활력 강한 사람",2,
2026/03/01 7:32:09 PM GMT+9,허민겸,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,무자녀,3,1,5,5,2,1,2,4,2,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",2,정서적으로 안정되고 공감할 줄 아는 사람,5,
2026/02/24 12:58:35 AM GMT+9,서라린,여우상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;입양 고려,2,1,4,3,2,2,5,2,4,4,2,"노후 먼저, 남는 예산으로 지원","맞벌이하면서 외부 도움(조부모, 시터)",4,"자신이 좋아하는 일, 행복",4,
2026/02/20 6:16:56 AM GMT+9,고찬영,여우상,2명,오직 딸,결혼 후 1~2년 이내,의학적 도움 적극 시도,4,1,4,3,1,5,5,4,3,2,1,"노후 먼저, 남는 예산으로 지원","경제력 높은 사람 일하고, 한명은 전담 육아",4,"자신이 좋아하는 일, 행복",2,
2026/02/23 1:13:26 AM GMT+9,홍담빈,고양이상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도,3,3,5,5,2,3,2,4,1,5,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",4,자기 감정을 잘 표현하고 조절하는 사람,5,
2026/02/25 4:39:26 PM GMT+9,백찬윤,오리상,3명,딸2 아들1,결혼 후 1~2년 이내,의학적 도움 적극 시도,1,3,5,5,5,4,5,3,1,4,2,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",1,"도덕적, 타인 배려",1,
2026/02/20 5:18:07 PM GMT+9,장경예,곰상,2명,"딸 1명, 아들 1명",결혼 후 1~2년 이내,의학적 도움 적극 시도;무자녀,2,1,4,5,5,4,1,4,2,4,4,노후보단 자녀 교육,"경제력 높은 사람 일하고, 한명은 전담 육아",3,자기 감정을 잘 표현하고 조절하는 사람,1,
2026/02/23 8:45:36 PM GMT+9,손진빈,고양이상,2명,"딸 1명, 아들 1명",결혼 후 3~5년 이내,의학적 도움 적극 시도,3,2,4,5,4,1,1,4,2,4,2,노후보단 자녀 교육,"맞벌이하면서 외부 도움(조부모, 시터)",1,"자녀의 입에서 나는 엄마, 아빠처럼 살래요 라는 말과 목표가 나오도록 / 가장 존경하는 사람이 누구인가 라고 자녀에게 누군가 물어보면, 우리 엄마 아빠요 라고 대답할 수 있는 사람이 되었으면 좋겠습니다",3,
